R1598	134	兄弟宫	父母宫	兄弟宫	夫妻宫	兄弟宫	夫妻宫	ORIGINAL_MATCH	S09-J134-R1598-LU	S09-J134-R1598-QUAN	S09-J134-R1598-KE	S09-J134-R1598-JI	A/A/A/A	4	EF439C2B8A2806474BD03ADE82D8E5C2D55AF53AB556A5B24180595CCDB74AF2
R1599	134	兄弟宫	父母宫	夫妻宫	子女宫	夫妻宫	子女宫	ORIGINAL_MATCH	S09-J134-R1599-LU	S09-J134-R1599-QUAN	S09-J134-R1599-KE	S09-J134-R1599-JI	A/A/A/A	4	4EE6AA954520CD2D7BC85D3F02249A86F108A7664AA1B6BB959A815DA10E51AD
R1600	134	兄弟宫	父母宫	子女宫	财帛宫	子女宫	财帛宫	ORIGINAL_MATCH	S09-J134-R1600-LU	S09-J134-R1600-QUAN	S09-J134-R1600-KE	S09-J134-R1600-JI	A/A/A/A	4	1B60F1608352DBA2B6536F15EDA09AB44713B2294C505C26F305A0FD908E5A95
R1601	134	兄弟宫	父母宫	财帛宫	疾厄宫	财帛宫	疾厄宫	ORIGINAL_MATCH	S09-J134-R1601-LU	S09-J134-R1601-QUAN	S09-J134-R1601-KE	S09-J134-R1601-JI	A/A/A/A	4	F22367F8D604CB7AACF00F10ADC9C20F7A40882243A7F4195CCD07ABEB6E755E
R1602	134	兄弟宫	父母宫	疾厄宫	迁移宫	疾厄宫	迁移宫	ORIGINAL_MATCH	S09-J134-R1602-LU	S09-J134-R1602-QUAN	S09-J134-R1602-KE	S09-J134-R1602-JI	A/A/A/A	4	4CF6247E26BB6712B56CF311E4BB8EAB6733001D2A38E39FBB2ED3CC2E1C50D3
R1603	134	兄弟宫	父母宫	迁移宫	交友宫	迁移宫	交友宫	ORIGINAL_MATCH	S09-J134-R1603-LU	S09-J134-R1603-QUAN	S09-J134-R1603-KE	S09-J134-R1603-JI	A/A/A/A	4	640B249B05EC9ED30704CC4900CB6E8F7614157984CCBFCC936A7CC2D10891B4
R1604	134	兄弟宫	父母宫	交友宫	官禄宫	交友宫	官禄宫	ORIGINAL_MATCH	S09-J134-R1604-LU	S09-J134-R1604-QUAN	S09-J134-R1604-KE	S09-J134-R1604-JI	A/A/A/A	4	B50487717683118A97D3C16CB2636A0B857C71E12A5D666867EE0B9EA7560AAD
R1605	134	兄弟宫	父母宫	官禄宫	田宅宫	官禄宫	田宅宫	ORIGINAL_MATCH	S09-J134-R1605-LU	S09-J134-R1605-QUAN	S09-J134-R1605-KE	S09-J134-R1605-JI	A/A/A/A	4	E100FD4AE22F541CB64DDBB1AC7507B6DA4FB7ADF790D3D159BA4ED749501C12
R1606	134	兄弟宫	父母宫	田宅宫	福德宫	田宅宫	福德宫	ORIGINAL_MATCH	S09-J134-R1606-LU	S09-J134-R1606-QUAN	S09-J134-R1606-KE	S09-J134-R1606-JI	A/A/A/A	4	96B6C182D523207F5E09C2B11F1FB3681FD113693CDD7599F83ABB53504D228E
R1607	134	兄弟宫	父母宫	福德宫	父母宫	福德宫	父母宫	ORIGINAL_MATCH	S09-J134-R1607-LU	S09-J134-R1607-QUAN	S09-J134-R1607-KE	S09-J134-R1607-JI	A/A/A/A	4	FE0B5237B1BC47208F9E94E28B88A62D0E8C4F1ED4562968760522AED6292F56
R1608	134	兄弟宫	父母宫	父母宫	命宫	父母宫	命宫	ORIGINAL_MATCH	S09-J134-R1608-LU	S09-J134-R1608-QUAN	S09-J134-R1608-KE	S09-J134-R1608-JI	A/A/A/A	4	C535E6D37A703F46702BD12D2C2D914E3D24A725312A56D43669B3AECFAEB507
R1609	135	夫妻宫	父母宫	命宫	夫妻宫	命宫	夫妻宫	ORIGINAL_MATCH	S09-J135-R1609-LU	S09-J135-R1609-QUAN	S09-J135-R1609-KE	S09-J135-R1609-JI	A/A/A/A	4	377E22536D88C8B078E68A84430D21ABC3875C0C3E1CDB08ABE7F389302A2E68
R1610	135	夫妻宫	父母宫	兄弟宫	子女宫	兄弟宫	子女宫	ORIGINAL_MATCH	S09-J135-R1610-LU	S09-J135-R1610-QUAN	S09-J135-R1610-KE	S09-J135-R1610-JI	A/A/A/A	4	725408CA2B700416926FF3DE3B72967B12A108399131775ECE3830D35122C734
R1611	135	夫妻宫	父母宫	夫妻宫	财帛宫	夫妻宫	财帛宫	ORIGINAL_MATCH	S09-J135-R1611-LU	S09-J135-R1611-QUAN	S09-J135-R1611-KE	S09-J135-R1611-JI	A/A/A/A	4	128CA7C93B35FEB4F81030624959BFE782D2F7921A0DB0E94089E68BC56AAB4D
R1612	135	夫妻宫	父母宫	子女宫	疾厄宫	子女宫	疾厄宫	ORIGINAL_MATCH	S09-J135-R1612-LU	S09-J135-R1612-QUAN	S09-J135-R1612-KE	S09-J135-R1612-JI	A/A/A/A	4	00079243CFBBCA6B46D4669F95BFA306AFED0EA1DE64D7F0F03FDE626A821F28
R1613	135	夫妻宫	父母宫	财帛宫	迁移宫	财帛宫	迁移宫	ORIGINAL_MATCH	S09-J135-R1613-LU	S09-J135-R1613-QUAN	S09-J135-R1613-KE	S09-J135-R1613-JI	A/A/A/A	4	497EB67054C7E84D31265E85680DEAEF37F7062C37C73F0BFA36DA60F4DA769F
R1614	135	夫妻宫	父母宫	疾厄宫	交友宫	疾厄宫	交友宫	ORIGINAL_MATCH	S09-J135-R1614-LU	S09-J135-R1614-QUAN	S09-J135-R1614-KE	S09-J135-R1614-JI	A/A/A/A	4	24CCC193B512EA38D23038F7D21E819CCBF1AA620F5A835E58DBD2AAC5687E20
R1615	135	夫妻宫	父母宫	迁移宫	官禄宫	迁移宫	官禄宫	ORIGINAL_MATCH	S09-J135-R1615-LU	S09-J135-R1615-QUAN	S09-J135-R1615-KE	S09-J135-R1615-JI	A/A/A/A	4	90D3361CD7170C75DA1D7AE436D5789F45BE45F83B16CB0CD63CBB3203DDB1ED
R1616	135	夫妻宫	父母宫	交友宫	田宅宫	交友宫	田宅宫	ORIGINAL_MATCH	S09-J135-R1616-LU	S09-J135-R1616-QUAN	S09-J135-R1616-KE	S09-J135-R1616-JI	A/A/A/A	4	9BBB8E146F4784005C5C52B70B1BF70EE13B239284E294CE351AECA2F53A53C8
R1617	135	夫妻宫	父母宫	官禄宫	福德宫	官禄宫	福德宫	ORIGINAL_MATCH	S09-J135-R1617-LU	S09-J135-R1617-QUAN	S09-J135-R1617-KE	S09-J135-R1617-JI	A/A/A/A	4	C8419B82B5F6C21645F07035247C830CEB64CCE7CF6934F7F0DA645D66BFD80E
R1618	135	夫妻宫	父母宫	田宅宫	父母宫	田宅宫	父母宫	ORIGINAL_MATCH	S09-J135-R1618-LU	S09-J135-R1618-QUAN	S09-J135-R1618-KE	S09-J135-R1618-JI	A/A/A/A	4	C1500F5B972C850A2F831E41508F8E5700DAFECB0DA87C4DC9B686A1918AE6F8
R1619	135	夫妻宫	父母宫	福德宫	命宫	福德宫	命宫	ORIGINAL_MATCH	S09-J135-R1619-LU	S09-J135-R1619-QUAN	S09-J135-R1619-KE	S09-J135-R1619-JI	A/A/A/A	4	A6DB64B66DFEC33F5FDD8E20F3AFD2A643406696EE1ECA7293C2F5DE204EF15C
R1620	135	夫妻宫	父母宫	父母宫	兄弟宫	父母宫	兄弟宫	ORIGINAL_MATCH	S09-J135-R1620-LU	S09-J135-R1620-QUAN	S09-J135-R1620-KE	S09-J135-R1620-JI	A/A/A/A	4	F1D95484B65A2C189C40F257208E3C15163E5363640CD407C928EF24CD63E1E4
R1621	136	子女宫	父母宫	命宫	子女宫	命宫	子女宫	ORIGINAL_MATCH	S09-J136-R1621-LU	S09-J136-R1621-QUAN	S09-J136-R1621-KE	S09-J136-R1621-JI	A/A/A/A	4	F135E76C340E456133F0D2076D1C721657AD6FEA13F65AC62002B85CC3812E3D
R1622	136	子女宫	父母宫	兄弟宫	财帛宫	兄弟宫	财帛宫	ORIGINAL_MATCH	S09-J136-R1622-LU	S09-J136-R1622-QUAN	S09-J136-R1622-KE	S09-J136-R1622-JI	A/A/A/A	4	C47667C1C2013FED583475BB0068CF01BC907295E5486831DF18480A5CC93E85
R1623	136	子女宫	父母宫	夫妻宫	疾厄宫	夫妻宫	疾厄宫	ORIGINAL_MATCH	S09-J136-R1623-LU	S09-J136-R1623-QUAN	S09-J136-R1623-KE	S09-J136-R1623-JI	A/A/A/A	4	CFF7A9A2EAFAA67C01BA22E82231C1A21048B8801AEE4ADDFFC6052C67262D44
R1624	136	子女宫	父母宫	子女宫	迁移宫	子女宫	迁移宫	ORIGINAL_MATCH	S09-J136-R1624-LU	S09-J136-R1624-QUAN	S09-J136-R1624-KE	S09-J136-R1624-JI	A/A/A/A	4	CFCDE564A9757BA80AE6F83DEA97CB32B1AA6FF5CD1C70365E7E776C3E208916
R1625	136	子女宫	父母宫	财帛宫	交友宫	财帛宫	交友宫	ORIGINAL_MATCH	S09-J136-R1625-LU	S09-J136-R1625-QUAN	S09-J136-R1625-KE	S09-J136-R1625-JI	A/A/A/A	4	E78DB8E3F09A87E971118B1009AF38989CB7AE6F32BB1F8D43E5590D0512AE58
R1626	136	子女宫	父母宫	疾厄宫	官禄宫	疾厄宫	官禄宫	ORIGINAL_MATCH	S09-J136-R1626-LU	S09-J136-R1626-QUAN	S09-J136-R1626-KE	S09-J136-R1626-JI	A/A/A/A	4	701FB2E9C47A2A02F862C44BD91C62E3BA05F7FFAEA4FC59E2C5222A7FFE74FF
R1627	136	子女宫	父母宫	迁移宫	田宅宫	迁移宫	田宅宫	ORIGINAL_MATCH	S09-J136-R1627-LU	S09-J136-R1627-QUAN	S09-J136-R1627-KE	S09-J136-R1627-JI	A/A/A/A	4	1D6E27F23A6FFB88F633DF2803E15247A13BF2AC314CA75B575AE110B662C5E6
R1628	136	子女宫	父母宫	交友宫	福德宫	交友宫	福德宫	ORIGINAL_MATCH	S09-J136-R1628-LU	S09-J136-R1628-QUAN	S09-J136-R1628-KE	S09-J136-R1628-JI	A/A/A/A	4	66958F8056CECD67660583F9A8D4C11F347B673C35A1E414729DF81E108D6F5C
R1629	136	子女宫	父母宫	官禄宫	父母宫	官禄宫	父母宫	ORIGINAL_MATCH	S09-J136-R1629-LU	S09-J136-R1629-QUAN	S09-J136-R1629-KE	S09-J136-R1629-JI	A/A/A/A	4	BBB6DD5234AF1481CDB03BB9C0137BA9B81744D032A91CAB6D1241625A67E24E
R1630	136	子女宫	父母宫	田宅宫	命宫	田宅宫	命宫	ORIGINAL_MATCH	S09-J136-R1630-LU	S09-J136-R1630-QUAN	S09-J136-R1630-KE	S09-J136-R1630-JI	A/A/A/A	4	5B68CBC9AD1757F7A82B65C252F9C28C8709797E7D809007D8F1F0FF0A0EAF0D
R1631	136	子女宫	父母宫	福德宫	兄弟宫	福德宫	兄弟宫	ORIGINAL_MATCH	S09-J136-R1631-LU	S09-J136-R1631-QUAN	S09-J136-R1631-KE	S09-J136-R1631-JI	A/A/A/A	4	98DCEDE57E02CACB5802F82E517803FC3201C86C6093745B88452D31412F91A4
R1632	136	子女宫	父母宫	父母宫	夫妻宫	父母宫	夫妻宫	ORIGINAL_MATCH	S09-J136-R1632-LU	S09-J136-R1632-QUAN	S09-J136-R1632-KE	S09-J136-R1632-JI	A/A/A/A	4	4D3F80A4E175B440E309822F8883F35581AA152F2E4550AD5732C1C4645C0337
R1633	137	财帛宫	父母宫	命宫	财帛宫	命宫	财帛宫	ORIGINAL_MATCH	S09-J137-R1633-LU	S09-J137-R1633-QUAN	S09-J137-R1633-KE	S09-J137-R1633-JI	A/A/A/A	4	45E1F661354BE4FBE6ADB24C549999374F648EB1706A6F3222D0FBBDF6800F2A
R1634	137	财帛宫	父母宫	兄弟宫	疾厄宫	兄弟宫	疾厄宫	ORIGINAL_MATCH	S09-J137-R1634-LU	S09-J137-R1634-QUAN	S09-J137-R1634-KE	S09-J137-R1634-JI	A/A/A/A	4	7804048FB8D8AB95F7614C087D383C6D143C2770FB25222DDE044C134A6C5A3D
R1635	137	财帛宫	父母宫	夫妻宫	迁移宫	夫妻宫	迁移宫	ORIGINAL_MATCH	S09-J137-R1635-LU	S09-J137-R1635-QUAN	S09-J137-R1635-KE	S09-J137-R1635-JI	A/A/A/A	4	D782CB60BA14AF31127F612E2B56923757654CEC16D8668FAD3A2328EBBF101B
R1636	137	财帛宫	父母宫	子女宫	交友宫	子女宫	交友宫	ORIGINAL_MATCH	S09-J137-R1636-LU	S09-J137-R1636-QUAN	S09-J137-R1636-KE	S09-J137-R1636-JI	A/A/A/A	4	43E7DF7DBC74BFB6C80EEEEA11CB264AC0E38ABE69443F3B98F429BB76B8EFB5
R1637	137	财帛宫	父母宫	财帛宫	官禄宫	财帛宫	官禄宫	ORIGINAL_MATCH	S09-J137-R1637-LU	S09-J137-R1637-QUAN	S09-J137-R1637-KE	S09-J137-R1637-JI	A/A/A/A	4	282A13462DCA8043B8A8A580BD6430175D171859509405F2A4D3DCE4D36673D5
R1638	137	财帛宫	父母宫	疾厄宫	田宅宫	疾厄宫	田宅宫	ORIGINAL_MATCH	S09-J137-R1638-LU	S09-J137-R1638-QUAN	S09-J137-R1638-KE	S09-J137-R1638-JI	A/A/A/A	4	DEF2B5ED29E2026EE9BF05818E4196FEA3DCD8DB50083FE9A64C554E7DC3EF39
R1639	137	财帛宫	父母宫	迁移宫	福德宫	迁移宫	福德宫	ORIGINAL_MATCH	S09-J137-R1639-LU	S09-J137-R1639-QUAN	S09-J137-R1639-KE	S09-J137-R1639-JI	A/A/A/A	4	B0E1211B11C1E32AF96E347599C064A16361E3C22958998C221C03951FCFAD62
R1640	137	财帛宫	父母宫	交友宫	父母宫	交友宫	父母宫	ORIGINAL_MATCH	S09-J137-R1640-LU	S09-J137-R1640-QUAN	S09-J137-R1640-KE	S09-J137-R1640-JI	A/A/A/A	4	AEF2F9864C36727814126800295C3D930F483A6CD09358D5016DC1749596A698
R1641	137	财帛宫	父母宫	官禄宫	命宫	官禄宫	命宫	ORIGINAL_MATCH	S09-J137-R1641-LU	S09-J137-R1641-QUAN	S09-J137-R1641-KE	S09-J137-R1641-JI	A/A/A/A	4	5503CEF9E7C0E7D752485918857D7CB015750A59B86A22BD2358DB485CF983E3
R1642	137	财帛宫	父母宫	田宅宫	兄弟宫	田宅宫	兄弟宫	ORIGINAL_MATCH	S09-J137-R1642-LU	S09-J137-R1642-QUAN	S09-J137-R1642-KE	S09-J137-R1642-JI	A/A/A/A	4	C2D25EE0298A7FCAEC3BC384D5A8E300372A35A22930265AF89A2977D037BBA5
R1643	137	财帛宫	父母宫	福德宫	夫妻宫	福德宫	夫妻宫	ORIGINAL_MATCH	S09-J137-R1643-LU	S09-J137-R1643-QUAN	S09-J137-R1643-KE	S09-J137-R1643-JI	A/A/A/A	4	FC206F7423E3BB2CA7FB963226F0DBA06E62E643EAF0D567EFCB9966472251BD
R1644	137	财帛宫	父母宫	父母宫	子女宫	父母宫	子女宫	ORIGINAL_MATCH	S09-J137-R1644-LU	S09-J137-R1644-QUAN	S09-J137-R1644-KE	S09-J137-R1644-JI	A/A/A/A	4	35371E513131B69CFD942DBB945E3DEA3173C615DA087F5E98AC17BD1BCDD3C7
R1645	138	疾厄宫	父母宫	命宫	疾厄宫	命宫	疾厄宫	ORIGINAL_MATCH	S09-J138-R1645-LU	S09-J138-R1645-QUAN	S09-J138-R1645-KE	S09-J138-R1645-JI	A/A/A/A	4	95E98ADA95DEC5BF846F4B80AAD30A3FEF3570B92ACAFA0D815DF678D61DCE57
R1646	138	疾厄宫	父母宫	兄弟宫	迁移宫	兄弟宫	迁移宫	ORIGINAL_MATCH	S09-J138-R1646-LU	S09-J138-R1646-QUAN	S09-J138-R1646-KE	S09-J138-R1646-JI	A/A/A/A	4	107410B17F61D2B7D594AE1B3BACC9C19EBCF9F2A327820D2B07909BDCAFF4D7
R1647	138	疾厄宫	父母宫	夫妻宫	交友宫	夫妻宫	交友宫	ORIGINAL_MATCH	S09-J138-R1647-LU	S09-J138-R1647-QUAN	S09-J138-R1647-KE	S09-J138-R1647-JI	A/A/A/A	4	963F78ED2846BD3A16215CEEBD42FBF84A55BEA7E29CAEAFE779D374FF7A1918
R1648	138	疾厄宫	父母宫	子女宫	官禄宫	子女宫	官禄宫	ORIGINAL_MATCH	S09-J138-R1648-LU	S09-J138-R1648-QUAN	S09-J138-R1648-KE	S09-J138-R1648-JI	A/A/A/A	4	FDD5EF7079C74903D4DB899F392F659EBD2CE3EC7632E86228F534B4475DD1C1
R1649	138	疾厄宫	父母宫	财帛宫	田宅宫	财帛宫	田宅宫	ORIGINAL_MATCH	S09-J138-R1649-LU	S09-J138-R1649-QUAN	S09-J138-R1649-KE	S09-J138-R1649-JI	A/A/A/A	4	04A3AE5C0C2E9B5C77DD139084464A9769B1AD39CDADABE3E522C12E78A741D5
R1650	138	疾厄宫	父母宫	疾厄宫	福德宫	疾厄宫	福德宫	ORIGINAL_MATCH	S09-J138-R1650-LU	S09-J138-R1650-QUAN	S09-J138-R1650-KE	S09-J138-R1650-JI	A/A/A/A	4	306BA393956AE95A8CC4F251C06750679227963CCC237738A87638F9A909D8EC
R1651	138	疾厄宫	父母宫	迁移宫	父母宫	迁移宫	父母宫	ORIGINAL_MATCH	S09-J138-R1651-LU	S09-J138-R1651-QUAN	S09-J138-R1651-KE	S09-J138-R1651-JI	A/A/A/A	4	8A07AEB4667085FEFF82EF21FEF3476891227FC52F2718D555249FCFC477D9F6
R1652	138	疾厄宫	父母宫	交友宫	命宫	交友宫	命宫	ORIGINAL_MATCH	S09-J138-R1652-LU	S09-J138-R1652-QUAN	S09-J138-R1652-KE	S09-J138-R1652-JI	A/A/A/A	4	AF732AB96D7CF1C93DFA08B76BBC3DFACE06F0D160036530A06EE6DFBE499750
R1653	138	疾厄宫	父母宫	官禄宫	兄弟宫	官禄宫	兄弟宫	ORIGINAL_MATCH	S09-J138-R1653-LU	S09-J138-R1653-QUAN	S09-J138-R1653-KE	S09-J138-R1653-JI	A/A/A/A	4	34878B4738481575D103F5F5825C2409F7BDC68ABB18D0D609041111C2FDDA92
R1654	138	疾厄宫	父母宫	田宅宫	夫妻宫	田宅宫	夫妻宫	ORIGINAL_MATCH	S09-J138-R1654-LU	S09-J138-R1654-QUAN	S09-J138-R1654-KE	S09-J138-R1654-JI	A/A/A/A	4	7EABF699B8E6C9D025E6DAB227D6ABA294B009FD6AD1C3E2709855AD5E2CC8FE
R1655	138	疾厄宫	父母宫	福德宫	子女宫	福德宫	子女宫	ORIGINAL_MATCH	S09-J138-R1655-LU	S09-J138-R1655-QUAN	S09-J138-R1655-KE	S09-J138-R1655-JI	A/A/A/A	4	FC9260B1B79D74289959342CCFA23C37546FCDA912FE021E7B4DD0AA21B8CD51
R1656	138	疾厄宫	父母宫	父母宫	财帛宫	父母宫	财帛宫	ORIGINAL_MATCH	S09-J138-R1656-LU	S09-J138-R1656-QUAN	S09-J138-R1656-KE	S09-J138-R1656-JI	A/A/A/A	4	8A68205AD7CD1111FBFC99A8349E07CC4A31E23BB8736E570FDF3E0C8908535F
R1657	139	迁移宫	父母宫	命宫	迁移宫	命宫	迁移宫	ORIGINAL_MATCH	S09-J139-R1657-LU	S09-J139-R1657-QUAN	S09-J139-R1657-KE	S09-J139-R1657-JI	A/A/A/A	4	E0214BC30CE1E3B90EB99EDFD89EC14C0BDE2BC33071B2D1E68E2D5C0C7201ED
R1658	139	迁移宫	父母宫	兄弟宫	交友宫	兄弟宫	交友宫	ORIGINAL_MATCH	S09-J139-R1658-LU	S09-J139-R1658-QUAN	S09-J139-R1658-KE	S09-J139-R1658-JI	A/A/A/A	4	07674754044713C7748F84A5A439427B4660AB71347FEBA7D8CC1F46D81DB1B7
R1659	139	迁移宫	父母宫	夫妻宫	官禄宫	夫妻宫	官禄宫	ORIGINAL_MATCH	S09-J139-R1659-LU	S09-J139-R1659-QUAN	S09-J139-R1659-KE	S09-J139-R1659-JI	A/A/A/A	4	80173DE03AA3D795BEE996632B3FDB5CF3562E6D257F50B7B76F87FFBF442358
R1660	139	迁移宫	父母宫	子女宫	田宅宫	子女宫	田宅宫	ORIGINAL_MATCH	S09-J139-R1660-LU	S09-J139-R1660-QUAN	S09-J139-R1660-KE	S09-J139-R1660-JI	A/A/A/A	4	FCED60D05B5AB856660BF5AF26E70529A472617DB9487DB02EDBAD53FA5FA55D
R1661	139	迁移宫	父母宫	财帛宫	福德宫	财帛宫	福德宫	ORIGINAL_MATCH	S09-J139-R1661-LU	S09-J139-R1661-QUAN	S09-J139-R1661-KE	S09-J139-R1661-JI	A/A/A/A	4	F8136653BACC7837B8E5263756128615AF87B12E76EC3546BC6AFB89C49F5F4C
R1662	139	迁移宫	父母宫	疾厄宫	父母宫	疾厄宫	父母宫	ORIGINAL_MATCH	S09-J139-R1662-LU	S09-J139-R1662-QUAN	S09-J139-R1662-KE	S09-J139-R1662-JI	A/A/A/A	4	8F750A7E95ACFF69B2BB4A9BD2B981E5427BBE02A81CBCECC6338397DF0EB3FF
R1663	139	迁移宫	父母宫	迁移宫	命宫	迁移宫	命宫	ORIGINAL_MATCH	S09-J139-R1663-LU	S09-J139-R1663-QUAN	S09-J139-R1663-KE	S09-J139-R1663-JI	A/A/A/A	4	8A09AEC73A499F7C2C1056C37C5BD5C6DC7360955711C76401962579ECDD2572
R1664	139	迁移宫	父母宫	交友宫	兄弟宫	交友宫	兄弟宫	ORIGINAL_MATCH	S09-J139-R1664-LU	S09-J139-R1664-QUAN	S09-J139-R1664-KE	S09-J139-R1664-JI	A/A/A/A	4	CCCFD8294DE2EA145C1B2942D3A8C3E813827311AF3175E97FE4785E4B9B990D
R1665	139	迁移宫	父母宫	官禄宫	夫妻宫	官禄宫	夫妻宫	ORIGINAL_MATCH	S09-J139-R1665-LU	S09-J139-R1665-QUAN	S09-J139-R1665-KE	S09-J139-R1665-JI	A/A/A/A	4	13C8D58D74AA4B538AF5AD7550F4E4248BF34581C835F45AA10E98870DDA1816
R1666	139	迁移宫	父母宫	田宅宫	子女宫	田宅宫	子女宫	ORIGINAL_MATCH	S09-J139-R1666-LU	S09-J139-R1666-QUAN	S09-J139-R1666-KE	S09-J139-R1666-JI	A/A/A/A	4	9F6365CC41711C51A8222C9D19060F32B82B21C78CC1EBD6E7F6367B6AD81B5D
R1667	139	迁移宫	父母宫	福德宫	财帛宫	福德宫	财帛宫	ORIGINAL_MATCH	S09-J139-R1667-LU	S09-J139-R1667-QUAN	S09-J139-R1667-KE	S09-J139-R1667-JI	A/A/A/A	4	BC6ED4141C3FF30533C4B4666E0044619494AD8093AED73EFF4914B6699C2C91
R1668	139	迁移宫	父母宫	父母宫	疾厄宫	父母宫	疾厄宫	ORIGINAL_MATCH	S09-J139-R1668-LU	S09-J139-R1668-QUAN	S09-J139-R1668-KE	S09-J139-R1668-JI	A/A/A/A	4	FD518B091D2F529AC88C8E3E7DDF868B0DF0B0AC04037FF08CDA86D6566788A2
R1669	140	交友宫	父母宫	命宫	交友宫	命宫	交友宫	ORIGINAL_MATCH	S09-J140-R1669-LU	S09-J140-R1669-QUAN	S09-J140-R1669-KE	S09-J140-R1669-JI	A/A/A/A	4	7B827E511732DF21DBE1D07B7530EAB618B3E35D4D3153D9E0741CDD58CCFCA4
R1670	140	交友宫	父母宫	兄弟宫	官禄宫	兄弟宫	官禄宫	ORIGINAL_MATCH	S09-J140-R1670-LU	S09-J140-R1670-QUAN	S09-J140-R1670-KE	S09-J140-R1670-JI	A/A/A/A	4	06205438CF419D573B545CF824117FD58661EB8079F2CE5B17E922E8CDC5E6E2
R1671	140	交友宫	父母宫	夫妻宫	田宅宫	夫妻宫	田宅宫	ORIGINAL_MATCH	S09-J140-R1671-LU	S09-J140-R1671-QUAN	S09-J140-R1671-KE	S09-J140-R1671-JI	A/A/A/A	4	B38AD003F976E20FD16B10FAEA7BD7C476F92A448C2208C188242F0448023B4D
R1672	140	交友宫	父母宫	子女宫	福德宫	子女宫	福德宫	ORIGINAL_MATCH	S09-J140-R1672-LU	S09-J140-R1672-QUAN	S09-J140-R1672-KE	S09-J140-R1672-JI	A/A/A/A	4	FE875922F99AB7388C69DD910882655367DAF28FFEB634BE1064D04B835B3A42
